contig	start	end	gene_Name	gene_ID	transcript_ID	len_My	len_Sp	unqC_My	unqC_Sp	biAlC_My	biAlC_Sp	mulC_My	mulC_Sp	totalC_My	totalC_Sp
2	2977945	2979701	-	AL2G15850	AL2G15850.t1	1158	1161	6	26	20	20	0	0	26	46
2	2979905	2982021	-	AL2G15860	AL2G15860.t1	1395	1387	1250	594	868	868	28	28	2146	1490
2	2983665	2985962	ATB2	AL2G15870	AL2G15870.t1	1353	1354	618	6	4500	4500	8	8	5126	4514
2	2987675	2990489	-	AL2G15880	AL2G15880.t1	2004	2002	144	20	74	74	0	0	218	94
2	2990635	2992949	-	AL2G15890	AL2G15890.t1	1583	1594	726	480	676	676	28	28	1430	1184
2	2993025	2994166	-	AL2G15900	AL2G15900.t1	969	971	0	2	20	20	0	0	20	22
2	2994755	2996322	-	AL2G15910	AL2G15910.t1	1198	1198	8	2	144	144	8	8	160	154
2	2996339	3000380	-	AL2G15920	AL2G15920.t1	1675	1680	294	264	578	578	0	0	872	842
2	2996339	3000380	-	AL2G15920	AL2G15920.t1	1675	1680	294	264	578	578	0	0	872	842
2	3003505	3006030	-	AL2G15940	AL2G15940.t1	1077	1077	498	358	184	196	0	0	682	554
2	3006185	3008482	-	AL2G15950	AL2G15950.t1	1241	1241	0	0	56	66	1558	1574	1614	1640
2	3006185	3008482	-	AL2G15950	AL2G15950.t2	1238	1238	0	0	58	68	1558	1574	1616	1642
2	3008945	3011292	-	AL2G15960	AL2G15960.t1	2273	2273	116	102	68	68	4	4	188	174
2	3022511	3024800	ATRPAC43	AL2G15980	AL2G15980.t1	1287	1286	34	16	482	482	0	0	516	498
2	3026835	3029007	-	AL2G15990	AL2G15990.t1	2009	1926	1616	672	792	788	0	0	2408	1460
2	3033175	3035899	ABC4	AL2G16000	AL2G16000.t1	1700	1696	102	224	376	376	0	0	478	600
2	3044515	3047358	-	AL2G16010	AL2G16010.t1	2017	2017	816	846	3430	3430	0	0	4246	4276
2	3049130	3050610	-	AL2G16030	AL2G16030.t1	1486	1481	2	0	2	2	0	0	4	2
2	3057395	3060109	-	AL2G16040	AL2G16040.t1	2356	2355	96	102	340	340	4	4	440	446
2	3061115	3062503	-	AL2G16050	AL2G16050.t1	1186	1187	0	0	0	0	0	0	0	0
2	3062606	3066860	-	AL2G16060	AL2G16060.t1	1949	1923	0	4	30	20	10	10	40	34
2	3062606	3066860	-	AL2G16060	AL2G16060.t1	1949	1923	0	4	30	20	10	10	40	34
2	3063916	3068500	-	AL2G16070	AL2G16070.t1	2038	2011	0	0	12	0	18	18	30	18
2	3067352	3068670	-	AL2G16080	AL2G16080.t1	614	613	2	2	2	0	8	8	12	10
2	3069058	3070420	-	AL2G16090	AL2G16090.t1	1030	1030	0	0	0	0	0	0	0	0
2	3103652	3106423	ECHID	AL2G16100	AL2G16100.t1	1201	1200	402	296	174	174	0	0	576	470
2	3108392	3110696	-	AL2G16110	AL2G16110.t1	1967	2021	278	68	262	262	0	0	540	330
2	3110752	3111216	-	AL2G16120	AL2G16120.t1	468	465	54	56	2	2	0	0	56	58
2	3112067	3114837	-	AL2G16130	AL2G16130.t1	2564	2546	58	76	52	48	0	0	110	124
2	3115681	3117207	DRP4A	AL2G16140	AL2G16140.t1	1306	1306	0	0	0	0	0	0	0	0
2	3117499	3118587	-	AL2G16150	AL2G16150.t1	1089	1089	840	236	44	24	0	0	884	260
2	3121277	3122907	-	AL2G16160	AL2G16160.t1	1399	1407	184	34	116	116	0	0	300	150
2	3125208	3128037	-	AL2G16170	AL2G16170.t1	2301	2341	130	26	116	116	0	0	246	142
2	3129297	3131697	DRP4C	AL2G16180	AL2G16180.t1	2165	2162	0	0	2	2	0	0	2	2
2	3133222	3139106	-	AL2G16190	AL2G16190.t2	3056	3050	0	0	2	2	214	172	216	174
2	3133222	3139106	-	AL2G16190	AL2G16190.t3	3003	2997	0	0	2	2	214	172	216	174
2	3133222	3139106	-	AL2G16190	AL2G16190.t1	2941	2935	0	0	0	0	214	172	214	172
2	3146332	3154543	-	AL2G16200	AL2G16200.t2	3089	3089	8	6	84	90	586	586	678	682
2	3146332	3154543	ATVPS34	AL2G16200	AL2G16200.t2	3089	3089	8	6	84	90	586	586	678	682
2	3151752	3156676	-	AL2G16200	AL2G16200.t1	2713	2713	2	2	1816	1822	586	586	2404	2410
2	3151752	3156676	ATVPS34	AL2G16200	AL2G16200.t1	2713	2713	2	2	1816	1822	586	586	2404	2410
2	3157682	3159365	-	AL2G16210	AL2G16210.t1	1137	1117	212	120	290	290	0	0	502	410
2	3164932	3166714	AtGolS4	AL2G16220	AL2G16220.t1	1517	1517	108	20	2852	2852	0	0	2960	2872
2	3166939	3170337	-	AL2G16230	AL2G16230.t1	1861	1861	0	0	60	60	0	0	60	60
2	3170832	3172804	-	AL2G16240	AL2G16240.t1	1641	1641	0	0	0	0	0	0	0	0
2	3176412	3179222	AtGolS7	AL2G16250	AL2G16250.t1	1322	1323	0	0	0	0	0	0	0	0
2	3183982	3192227	ATCOAA	AL2G16260	AL2G16260.t2	1495	1497	0	0	322	164	146	146	468	310
2	3189182	3192227	ATCOAA	AL2G16260	AL2G16260.t1	1472	1472	0	0	320	162	146	146	466	308
2	3196402	3197975	ARPC3	AL2G16270	AL2G16270.t1	1036	1036	32	26	406	406	0	0	438	432
2	3197989	3200477	-	AL2G16280	AL2G16280.t1	1977	1982	0	4	8644	8644	0	0	8644	8648
2	3202522	3204357	-	AL2G16290	AL2G16290.t1	1542	1542	0	0	0	0	0	0	0	0
2	3206583	3209747	-	AL2G16300	AL2G16300.t1	1436	1436	0	0	0	0	0	0	0	0
2	3216872	3219192	PG1	AL2G16310	AL2G16310.t1	2242	2242	340	312	402	398	0	0	742	710
2	3220042	3221306	-	AL2G16320	AL2G16320.t1	1265	1265	0	0	2	2	0	0	2	2
2	3222522	3223776	-	AL2G16330	AL2G16330.t1	1255	1255	0	0	2	2	0	0	2	2
2	3229712	3230936	anac024	AL2G16340	AL2G16340.t1	1105	1105	0	0	0	0	0	0	0	0
2	3231282	3232668	-	AL2G16350	AL2G16350.t1	421	467	0	0	0	0	0	0	0	0
2	3233992	3236928	ANAC023	AL2G16360	AL2G16360.t1	1373	1367	0	0	0	0	0	0	0	0
2	3237482	3237949	-	AL2G16370	AL2G16370.t1	385	385	2	2	2	2	0	0	4	4
2	3249942	3251029	-	AL2G16400	AL2G16400.t1	1005	1006	6	16	8	8	0	0	14	24
2	3256422	3257334	-	AL2G16410	AL2G16410.t1	913	913	0	0	0	0	0	0	0	0
2	3257633	3258657	-	AL2G16420	AL2G16420.t1	1025	1025	0	0	1382	1382	0	0	1382	1382
2	3260462	3265702	-	AL2G16430	AL2G16430.t1	1976	1976	92	90	1306	1306	0	0	1398	1396
2	3260462	3265702	OTS1	AL2G16430	AL2G16430.t1	1976	1976	92	90	1306	1306	0	0	1398	1396
2	3265716	3269627	OTS1	AL2G16440	AL2G16440.t1	2031	2032	304	200	646	642	0	0	950	842
2	3302059	3303440	-	AL2G16450	AL2G16450.t1	1125	1127	122	92	64	64	0	0	186	156
2	3303489	3306707	-	AL2G16460	AL2G16460.t1	2626	2626	394	418	3594	3594	18	18	4006	4030
2	3306709	3309054	-	AL2G16470	AL2G16470.t1	2346	2346	28	6	34	34	0	0	62	40
2	3311271	3313874	emb1220	AL2G16480	AL2G16480.t1	1858	1858	6	838	5354	5354	32	32	5392	6224
2	3314899	3318341	-	AL2G16490	AL2G16490.t1	2769	2772	374	96	378	378	0	0	752	474
2	3320529	3322016	-	AL2G16500	AL2G16500.t1	1277	1247	0	0	2	2	0	0	2	2
2	3334139	3335444	-	AL2G16510	AL2G16510.t1	1187	1187	98	0	620	620	72	56	790	676
2	3339119	3342982	ATTPS10	AL2G16520	AL2G16520.t1	3128	3128	0	32	3022	3022	0	0	3022	3054
2	3343357	3344004	-	AL2G16530	AL2G16530.t1	567	566	0	0	0	0	4	4	4	4
2	3344541	3352764	BGLU4	AL2G16540	AL2G16540.t1	6427	6433	46	10	24	24	4	4	74	38
2	3355242	3356444	-	AL2G16550	AL2G16550.t1	1206	1203	0	0	0	0	0	0	0	0
2	3357610	3358614	-	AL2G16560	AL2G16560.t1	1005	1005	1820	0	3796	3796	8	8	5624	3804
2	3358999	3361183	-	AL2G16570	AL2G16570.t1	1220	1219	340	362	40	40	0	0	380	402
2	3369486	3371314	-	AL2G16580	AL2G16580.t1	1830	1834	0	0	0	0	0	0	0	0
2	3373029	3379926	-	AL2G16620	AL2G16620.t1	3008	3008	400	404	1518	1518	0	0	1918	1922
2	3381400	3383974	-	AL2G16630	AL2G16630.t2	1386	1378	6	2	604	1304	802	802	1412	2108
2	3381400	3383974	-	AL2G16630	AL2G16630.t1	1383	1375	0	0	598	1298	802	802	1400	2100
2	3422619	3424978	-	AL2G16640	AL2G16640.t1	1373	1373	0	0	8	8	0	0	8	8
2	3427279	3430533	ATNAT7	AL2G16650	AL2G16650.t1	1921	1918	46	38	64	64	0	0	110	102
2	3433069	3434008	-	AL2G16660	AL2G16660.t1	940	940	8	11776	3502	3550	166	166	3676	15492
2	3456569	3457761	-	AL2G16680	AL2G16680.t1	916	919	780	418	192	188	0	0	972	606
2	3458599	3459734	-	AL2G16690	AL2G16690.t1	1050	1050	672	308	112	112	0	0	784	420
2	3460909	3463956	-	AL2G16710	AL2G16710.t1	2153	2161	322	76	524	524	18	18	864	618
2	3471505	3473301	-	AL2G16720	AL2G16720.t1	888	888	0	0	0	0	0	0	0	0
2	3471505	3473301	-	AL2G16720	AL2G16720.t1	888	888	0	0	0	0	0	0	0	0
2	3476213	3477421	-	AL2G16730	AL2G16730.t1	1209	1209	0	0	0	0	0	0	0	0
2	3482616	3486168	-	AL2G16740	AL2G16740.t1	3230	3229	16	6	40	40	0	0	56	46
2	3482616	3486168	ATDJC39	AL2G16740	AL2G16740.t1	3230	3229	16	6	40	40	0	0	56	46
2	3486181	3488871	ATDJC39	AL2G16750	AL2G16750.t1	1545	1541	156	354	186	182	0	0	342	536
2	3498597	3501241	-	AL2G16760	AL2G16760.t1	1766	1763	874	262	454	434	552	594	1880	1290
2	3505326	3505959	-	AL2G16770	AL2G16770.t1	634	623	170	76	0	0	0	0	170	76
2	3513281	3514611	-	AL2G16780	AL2G16780.t1	1331	1325	614	402	260	256	0	0	874	658
2	3515526	3522935	-	AL2G16790	AL2G16790.t1	1255	1255	378	172	516	516	0	0	894	688
2	3524566	3526939	-	AL2G16800	AL2G16800.t1	1000	1005	0	0	6	6	0	0	6	6
2	3527356	3528510	ARR3	AL2G16810	AL2G16810.t1	852	852	4	0	14	14	0	0	18	14
2	3533860	3534951	-	AL2G16820	AL2G16820.t1	432	432	0	2	68	68	0	0	68	70
2	3537146	3540282	-	AL2G16830	AL2G16830.t1	3025	3028	166	132	516	516	4	4	686	652
2	3540309	3541661	AT-E1 ALPHA	AL2G16840	AL2G16840.t1	702	702	1186	4	2688	2676	180	138	4054	2818
2	3541852	3542941	AT-E1 ALPHA	AL2G16850	AL2G16850.t1	1009	1009	1034	1200	716	716	0	0	1750	1916
2	3543645	3550431	SNL5	AL2G16860	AL2G16860.t2	4160	4165	0	0	0	0	2	2	2	2
2	3543645	3550431	SNL5	AL2G16860	AL2G16860.t1	4190	4195	0	0	0	0	2	2	2	2
2	3556153	3561771	PEN3	AL2G16880	AL2G16880.t1	4736	4737	8590	13136	8454	8486	12	12	17056	21634
2	3561906	3563368	-	AL2G16890	AL2G16890.t1	1270	1270	56	64	86	90	0	0	142	154
2	3563383	3565451	-	AL2G16900	AL2G16900.t1	1205	1203	126	42	48	48	0	0	174	90
2	3565501	3566801	-	AL2G16910	AL2G16910.t1	1301	1286	22	6	202	202	4	4	228	212
2	3565501	3566801	-	AL2G16910	AL2G16910.t1	1301	1286	22	6	202	202	4	4	228	212
2	3567876	3569760	-	AL2G16920	AL2G16920.t1	1695	1695	2	10	82	82	0	0	84	92
2	3567876	3569760	CCB4	AL2G16920	AL2G16920.t1	1695	1695	2	10	82	82	0	0	84	92
2	3569769	3571461	CCB4	AL2G16930	AL2G16930.t1	1090	1090	70	204	406	406	8	8	484	618
2	3581296	3582764	-	AL2G16940	AL2G16940.t1	1469	1469	0	0	0	0	0	0	0	0
2	3590336	3592888	PP2A-1	AL2G16950	AL2G16950.t1	1317	1317	0	0	2190	2190	34	34	2224	2224
2	3593134	3602261	ALA3	AL2G16960	AL2G16960.t1	4144	4151	940	798	312	328	0	0	1252	1126
2	3612370	3613671	-	AL2G16970	AL2G16970.t1	1302	1302	0	0	0	0	0	0	0	0
2	3616346	3620471	-	AL2G16980	AL2G16980.t1	3207	3207	12	40	152	152	8	8	172	200
2	3616346	3620471	-	AL2G16980	AL2G16980.t1	3207	3207	12	40	152	152	8	8	172	200
2	3616346	3620471	-	AL2G16980	AL2G16980.t1	3207	3207	12	40	152	152	8	8	172	200
2	3620503	3621661	-	AL2G16990	AL2G16990.t1	1159	1159	0	0	0	0	0	0	0	0
2	3623879	3626241	-	AL2G17000	AL2G17000.t1	1403	1403	0	0	4	4	4	4	8	8
2	3629641	3632721	-	AL2G17010	AL2G17010.t1	1689	1689	0	0	0	0	0	0	0	0
2	3634671	3641631	-	AL2G17020	AL2G17020.t1	3703	3703	0	0	0	0	0	0	0	0
2	3634671	3641631	-	AL2G17020	AL2G17020.t1	3703	3703	0	0	0	0	0	0	0	0
2	3649093	3657251	-	AL2G17030	AL2G17030.t1	5126	5122	0	0	0	0	0	0	0	0
2	3649093	3657251	-	AL2G17030	AL2G17030.t1	5126	5122	0	0	0	0	0	0	0	0
2	3661543	3665744	-	AL2G17040	AL2G17040.t1	2262	2262	0	0	28	28	0	0	28	28
2	3661543	3665744	-	AL2G17040	AL2G17040.t1	2262	2262	0	0	28	28	0	0	28	28
2	3667525	3669958	-	AL2G17050	AL2G17050.t1	1338	1338	0	0	10	10	0	0	10	10
2	3675744	3677988	-	AL2G17060	AL2G17060.t1	878	878	0	2	0	0	0	4	0	6
2	3678173	3680601	-	AL2G17070	AL2G17070.t1	1277	1277	36	162	46	52	0	0	82	214
2	3683353	3688596	-	AL2G17080	AL2G17080.t1	2018	2026	378	614	80	88	48	50	506	752
2	3692163	3693139	-	AL2G17090	AL2G17090.t1	560	560	0	0	0	0	0	0	0	0
2	3697203	3702357	-	AL2G17100	AL2G17100.t1	3053	3086	386	794	192	194	46	14	624	1002
2	3702813	3708883	-	AL2G17110	AL2G17110.t1	3256	3264	382	236	1216	1216	0	0	1598	1452
2	3708891	3713878	ARF1	AL2G17120	AL2G17120.t2	2495	2497	0	0	422	1376	1446	1446	1868	2822
2	3708891	3713878	ARF1	AL2G17120	AL2G17120.t1	2504	2506	2	0	600	1554	1446	1446	2048	3000
2	3722385	3726728	-	AL2G17130	AL2G17130.t1	2017	2021	598	1316	454	458	0	0	1052	1774
2	3753393	3754269	ATH7	AL2G17160	AL2G17160.t1	609	612	8	22	86	86	0	0	94	108
2	3754467	3756048	-	AL2G17170	AL2G17170.t1	1166	1166	14	16	22	22	0	0	36	38
2	3759133	3760859	-	AL2G17180	AL2G17180.t1	1088	1089	0	0	0	0	0	0	0	0
2	3770063	3771907	CRR28	AL2G17190	AL2G17190.t1	1845	1845	16	18	10	10	0	0	26	28
2	3771924	3773528	CRR28	AL2G17200	AL2G17200.t1	1337	1337	350	88	2210	2210	0	0	2560	2298
2	3771924	3773528	-	AL2G17200	AL2G17200.t1	1337	1337	350	88	2210	2210	0	0	2560	2298
2	3774113	3775388	-	AL2G17210	AL2G17210.t1	697	693	110	32	120	120	4	4	234	156
2	3786537	3788098	-	AL2G17220	AL2G17220.t1	1181	1180	0	0	0	0	0	0	0	0
2	3792952	3797558	EDA1	AL2G17230	AL2G17230.t1	3900	3899	0	0	0	0	0	0	0	0
2	3800261	3803258	-	AL2G17250	AL2G17250.t1	2495	2497	1044	568	378	384	10	4	1432	956
2	3803621	3810018	-	AL2G17260	AL2G17260.t1	5428	5428	0	0	0	0	0	0	0	0
2	3811041	3813018	ATGSTU15	AL2G17270	AL2G17270.t1	976	976	208	86	64	64	0	0	272	150
2	3813263	3818888	-	AL2G17280	AL2G17280.t1	3498	3498	492	770	1668	1668	2	4	2162	2442
2	3827219	3830176	CW14	AL2G17290	AL2G17290.t1	2266	2266	0	0	0	0	0	0	0	0
2	3830331	3833495	CW14	AL2G17300	AL2G17300.t1	1776	1776	0	0	0	0	0	0	0	0
2	3833668	3835116	CW14	AL2G17310	AL2G17310.t1	1108	1108	0	272	156	156	0	0	156	428
2	3836711	3837687	CW14	AL2G17320	AL2G17320.t1	606	606	0	0	0	0	0	0	0	0
2	3838436	3841296	CW14	AL2G17330	AL2G17330.t1	2237	2237	0	0	0	0	0	0	0	0
2	3841763	3844716	CW14	AL2G17340	AL2G17340.t1	1866	1867	302	360	2120	2136	4	2	2426	2498
2	3864321	3866263	ZCW32	AL2G17350	AL2G17350.t1	1190	1192	132	164	26	26	0	0	158	190
2	3868111	3869456	-	AL2G17360	AL2G17360.t1	1346	1346	0	0	0	0	0	0	0	0
2	3870530	3871826	-	AL2G17370	AL2G17370.t1	762	759	0	0	0	0	0	0	0	0
2	3872071	3873425	-	AL2G17380	AL2G17380.t1	1355	1355	0	0	0	0	0	0	0	0
2	3874420	3877646	-	AL2G17390	AL2G17390.t1	2748	2745	224	134	308	306	2	2	534	442
2	3877841	3878906	-	AL2G17400	AL2G17400.t1	1068	1052	0	0	0	0	0	0	0	0
2	3879000	3880416	CW9	AL2G17410	AL2G17410.t1	1292	1293	36	226	334	334	4	4	374	564
2	3880466	3882846	CW9	AL2G17420	AL2G17420.t1	1863	1870	66	116	172	58	178	178	416	352
2	3880466	3882846	CW9	AL2G17420	AL2G17420.t2	1674	1671	0	0	156	42	178	178	334	220
2	3884937	3888836	CW9	AL2G17430	AL2G17430.t1	3264	3264	1104	716	1054	1046	4	6	2162	1768
2	3903790	3911716	ADL3	AL2G17450	AL2G17450.t1	3215	3212	1306	1330	2164	2188	4	2	3474	3520
2	3918661	3925547	-	AL2G17460	AL2G17460.t1	5237	5237	0	0	0	0	0	0	0	0
2	3924767	3925547	-	AL2G17460	AL2G17460.t2	781	781	0	0	0	0	0	0	0	0
2	3930181	3932414	ZCW7	AL2G17470	AL2G17470.t1	1242	1251	226	184	792	792	0	0	1018	976
2	3934745	3935826	ZCF37	AL2G17480	AL2G17480.t1	1082	1082	110	126	210	210	0	0	320	336
2	3938798	3940956	ATMPK2	AL2G17490	AL2G17490.t1	1605	1623	938	844	972	972	4	4	1914	1820
2	3941325	3943526	ZCF61	AL2G17510	AL2G17510.t1	1325	1326	8	0	372	148	1442	1442	1822	1590
2	3941325	3945376	ZCF61	AL2G17510	AL2G17510.t2	1778	1779	0	0	330	106	1442	1442	1772	1548
2	3952701	3954012	-	AL2G17520	AL2G17520.t1	1313	1313	0	0	0	0	0	0	0	0
2	3954066	3959286	ZCF125	AL2G17530	AL2G17530.t1	2636	2639	280	406	158	154	0	0	438	560
2	3966576	3967306	ATBZIP4	AL2G17540	AL2G17540.t1	731	731	0	0	8	8	0	0	8	8
2	3969836	3974846	CW7	AL2G17550	AL2G17550.t1	1513	1489	814	164	464	488	0	8	1278	660
2	3975269	3977046	-	AL2G17560	AL2G17560.t1	1657	1654	0	0	0	0	0	0	0	0
2	3985020	3986521	CF9	AL2G17570	AL2G17570.t1	1502	1502	62	54	44	44	0	0	106	98
2	3987666	3988473	-	AL2G17580	AL2G17580.t1	808	812	0	0	0	0	0	0	0	0
2	3992476	4000512	-	AL2G17590	AL2G17590.t1	2595	2596	0	0	16	16	0	0	16	16
2	4002736	4005060	GH3.4	AL2G17600	AL2G17600.t1	1968	1968	0	2	18	18	0	0	18	20
2	4007676	4014556	-	AL2G17610	AL2G17610.t1	5317	5299	0	0	0	0	0	0	0	0
2	4019476	4021266	-	AL2G17620	AL2G17620.t1	994	994	0	0	0	0	0	0	0	0
2	4033126	4036558	-	AL2G17630	AL2G17630.t1	2050	2039	1860	1862	1446	1750	686	612	3992	4224
2	4033126	4036558	-	AL2G17630	AL2G17630.t1	2050	2039	1860	1862	1446	1750	686	612	3992	4224
2	4036598	4041771	-	AL2G17640	AL2G17640.t1	1866	1866	8	6	40	40	0	0	48	46
2	4036598	4041771	-	AL2G17640	AL2G17640.t1	1866	1866	8	6	40	40	0	0	48	46
2	4042293	4049291	-	AL2G17650	AL2G17650.t1	3258	3260	1250	1898	746	798	20	26	2016	2722
2	4042293	4049291	-	AL2G17650	AL2G17650.t1	3258	3260	1250	1898	746	798	20	26	2016	2722
2	4059256	4062873	-	AL2G17670	AL2G17670.t1	2398	2398	0	0	0	0	0	0	0	0
2	4073673	4079601	RXW8	AL2G17680	AL2G17680.t2	3057	3052	0	0	18	40	52	52	70	92
2	4073673	4076411	RXW8	AL2G17680	AL2G17680.t1	1730	1725	0	0	18	36	44	44	62	80
2	4076645	4079601	RXW8	AL2G17680	AL2G17680.t3	1458	1458	0	0	0	4	8	8	8	12
2	4079926	4082093	-	AL2G17690	AL2G17690.t1	1252	1252	0	0	0	0	0	0	0	0
2	4082706	4084080	-	AL2G17700	AL2G17700.t1	1244	1244	0	0	8	8	0	0	8	8
2	4088216	4089592	-	AL2G17720	AL2G17720.t1	1377	1377	0	0	0	0	0	0	0	0
2	4093142	4094791	-	AL2G17730	AL2G17730.t1	1234	1234	0	0	0	0	0	0	0	0
2	4096018	4097831	ATRBP1	AL2G17740	AL2G17740.t1	1468	1468	68	32	54	54	0	0	122	86
2	4106232	4107541	-	AL2G17750	AL2G17750.t1	872	874	6	2	2	2	0	0	8	4
2	4108792	4112861	TPR6	AL2G17760	AL2G17760.t1	2111	2109	982	342	110	110	0	0	1092	452
2	4124346	4127535	XF1	AL2G17770	AL2G17770.t1	1859	1861	718	508	618	622	0	0	1336	1130
2	4128636	4130076	RXF26	AL2G17780	AL2G17780.t1	1201	1202	2	0	2	2	0	0	4	2
2	4130926	4131558	-	AL2G17790	AL2G17790.t1	548	548	0	0	0	0	0	0	0	0
2	4133375	4134181	-	AL2G17800	AL2G17800.t1	805	799	86	36	8	8	0	0	94	44
2	4153549	4157016	-	AL2G17810	AL2G17810.t1	3039	3045	0	0	2	2	0	0	2	2
2	4160229	4161230	-	AL2G17820	AL2G17820.t1	1002	1002	0	0	0	0	0	0	0	0
2	4169409	4173687	RXF12	AL2G17830	AL2G17830.t1	3118	3119	0	0	116	116	4	4	120	120
2	4173952	4175394	RXF12	AL2G17840	AL2G17840.t1	1108	1111	414	2220	1040	1532	566	768	2020	4520
2	4183375	4187214	RXF12	AL2G17850	AL2G17850.t1	2990	2990	282	108	210	210	0	0	492	318
2	4191134	4195344	AAP1	AL2G17860	AL2G17860.t1	1734	1736	380	354	5180	5184	4	4	5564	5542
2	4234039	4238515	ZW18	AL2G17870	AL2G17870.t1	2985	2997	286	388	916	916	0	0	1202	1304
2	4252084	4254464	ZF14	AL2G17880	AL2G17880.t1	2014	2014	458	608	1282	1282	0	0	1740	1890
2	4282775	4283894	ZW2	AL2G17890	AL2G17890.t1	1120	1120	0	2	0	0	0	0	0	2
2	4296892	4301274	CAT2	AL2G17900	AL2G17900.t1	2358	2360	3016	1108	2268	2268	4	4	5288	3380
2	4334699	4343747	-	AL2G17910	AL2G17910.t1	5299	5299	0	0	2	2	0	0	2	2
2	4356898	4371374	-	AL2G17920	AL2G17920.t2	4566	4565	0	0	8	0	8	8	16	8
2	4356898	4361274	-	AL2G17920	AL2G17920.t3	837	837	0	0	8	0	0	0	8	0
2	4362477	4371374	-	AL2G17920	AL2G17920.t1	3962	3961	0	0	0	0	8	8	8	8
2	4374612	4387124	-	AL2G17950	AL2G17950.t2	4675	4675	0	0	202	296	1040	1040	1242	1336
2	4374612	4387124	-	AL2G17950	AL2G17950.t1	4678	4678	2	8	204	298	1040	1040	1246	1346
2	4388809	4391722	-	AL2G17960	AL2G17960.t1	2444	2448	0	0	0	0	0	0	0	0
2	4391889	4393109	-	AL2G17970	AL2G17970.t1	1221	1221	66	104	22	22	0	0	88	126
2	4393201	4396454	ATATP-PRT1	AL2G17980	AL2G17980.t1	1493	1529	1124	1502	708	712	18	18	1850	2232
2	4400513	4401874	-	AL2G17990	AL2G17990.t1	609	609	0	0	0	0	4	4	4	4
2	4407879	4409094	-	AL2G18000	AL2G18000.t1	866	866	0	0	6	6	0	0	6	6
2	4410182	4415254	-	AL2G18010	AL2G18010.t1	1384	1384	0	0	0	0	2	2	2	2
2	4421889	4423138	-	AL2G18020	AL2G18020.t1	1250	1250	0	0	0	0	0	0	0	0
2	4425649	4426938	-	AL2G18040	AL2G18040.t1	1202	1202	0	0	0	0	0	0	0	0
2	4437525	4439184	-	AL2G18050	AL2G18050.t1	1658	1663	354	348	826	846	12	12	1192	1206
2	4446609	4449293	-	AL2G18060	AL2G18060.t1	915	915	0	0	0	0	0	0	0	0
2	4460600	4463254	-	AL2G18070	AL2G18070.t1	1716	1700	794	780	206	334	38	56	1038	1170
2	4466199	4468296	-	AL2G18080	AL2G18080.t1	2098	2098	2	0	2	2	0	0	4	2
2	4469321	4470824	-	AL2G18090	AL2G18090.t1	882	881	0	0	0	0	0	0	0	0
2	4480296	4487323	-	AL2G18100	AL2G18100.t1	4049	4048	0	0	28	28	0	0	28	28
2	4504916	4505699	-	AL2G18110	AL2G18110.t1	798	784	166	266	48	56	0	0	214	322
2	4506231	4507501	-	AL2G18120	AL2G18120.t1	1271	1271	0	0	0	0	0	0	0	0
2	4509664	4511641	ATBCA6	AL2G18130	AL2G18130.t1	1126	1127	0	0	84	288	32	36	116	324
2	4509664	4511641	ATBCA6	AL2G18130	AL2G18130.t2	1435	1436	0	22	86	290	32	36	118	348
2	4532529	4537391	MSL3	AL2G18140	AL2G18140.t2	2489	2488	0	0	754	886	432	436	1186	1322
2	4532529	4537391	MSL3	AL2G18140	AL2G18140.t1	2492	2491	0	0	778	910	432	436	1210	1346
2	4537776	4538683	-	AL2G18150	AL2G18150.t1	908	908	0	0	0	0	0	0	0	0
2	4539796	4541778	-	AL2G18160	AL2G18160.t1	1225	1225	0	0	0	0	0	0	0	0
2	4543476	4545168	EMB1674	AL2G18170	AL2G18170.t1	1693	1679	204	252	34	34	4	4	242	290
2	4546776	4549927	EMB1674	AL2G18180	AL2G18180.t1	3045	3048	6	0	28	28	0	0	34	28
2	4550000	4554521	-	AL2G18190	AL2G18190.t1	2630	2631	426	382	334	334	0	0	760	716
2	4566026	4580378	-	AL2G18210	AL2G18210.t1	8322	8322	650	776	1296	1300	8	8	1954	2084
2	4566026	4580378	-	AL2G18210	AL2G18210.t1	8322	8322	650	776	1296	1300	8	8	1954	2084
2	4598411	4598961	-	AL2G18230	AL2G18230.t1	545	551	0	0	0	0	0	0	0	0
2	4612073	4626381	SAB	AL2G18260	AL2G18260.t1	8155	8174	550	736	1512	1512	0	0	2062	2248
2	4631206	4632819	-	AL2G18270	AL2G18270.t1	1461	1461	0	0	0	0	0	0	0	0
2	4631206	4634632	-	AL2G18270	AL2G18270.t2	1957	1957	0	0	0	0	0	0	0	0
2	4635240	4643691	-	AL2G18280	AL2G18280.t1	5501	5501	0	0	10	10	0	0	10	10
2	4635240	4643691	-	AL2G18280	AL2G18280.t1	5501	5501	0	0	10	10	0	0	10	10
2	4635240	4643691	-	AL2G18280	AL2G18280.t1	5501	5501	0	0	10	10	0	0	10	10
2	4644928	4646741	ZW9	AL2G18290	AL2G18290.t1	1179	1179	2	8	22	22	0	0	24	30
2	4662088	4663310	-	AL2G18300	AL2G18300.t1	757	757	0	0	0	0	0	0	0	0
2	4672928	4679416	-	AL2G18310	AL2G18310.t1	4478	4478	0	0	64	64	0	0	64	64
2	4686748	4689948	-	AL2G18330	AL2G18330.t1	2322	2313	132	4	530	530	6	8	668	542
