contig	start	end	gene_Name	gene_ID	transcript_ID	len_My	len_Sp	unqC_My	unqC_Sp	biAlC_My	biAlC_Sp	mulC_My	mulC_Sp	totalC_My	totalC_Sp
2	3008945	3011292	-	AL2G15960	AL2G15960.t1	2273	2276	550	502	184	184	0	0	734	686
2	3022511	3024800	ATRPAC43	AL2G15980	AL2G15980.t1	1287	1286	70	72	448	448	0	0	518	520
2	3026835	3029007	-	AL2G15990	AL2G15990.t1	2009	1918	1298	360	844	844	0	0	2142	1204
2	3033175	3035899	ABC4	AL2G16000	AL2G16000.t1	1700	1696	168	444	458	458	0	0	626	902
2	3044515	3047358	-	AL2G16010	AL2G16010.t1	2017	2017	1116	1006	4206	4206	0	0	5322	5212
2	3049130	3050610	-	AL2G16030	AL2G16030.t1	1486	1481	0	0	0	0	0	0	0	0
2	3057395	3060109	-	AL2G16040	AL2G16040.t1	2356	2355	102	90	420	420	0	0	522	510
2	3061115	3062503	-	AL2G16050	AL2G16050.t1	1186	1187	0	2	4	4	0	0	4	6
2	3062606	3066860	-	AL2G16060	AL2G16060.t1	1949	1920	8	20	88	90	6	6	102	116
2	3062606	3066860	-	AL2G16060	AL2G16060.t1	1949	1920	8	20	88	90	6	6	102	116
2	3063916	3068500	-	AL2G16070	AL2G16070.t1	2038	2008	0	0	32	30	10	10	42	40
2	3067352	3068670	-	AL2G16080	AL2G16080.t1	614	613	0	2	6	2	4	4	10	8
2	3069058	3070420	-	AL2G16090	AL2G16090.t1	1030	1030	0	0	0	0	0	0	0	0
2	3103652	3106423	ECHID	AL2G16100	AL2G16100.t1	1201	1201	58	70	438	438	0	0	496	508
2	3108392	3110696	-	AL2G16110	AL2G16110.t1	1967	2021	204	14	454	454	0	0	658	468
2	3110752	3111216	-	AL2G16120	AL2G16120.t1	468	465	68	56	20	20	0	0	88	76
2	3112067	3114837	-	AL2G16130	AL2G16130.t1	2563	2543	60	104	114	130	4	0	178	234
2	3115681	3117207	DRP4A	AL2G16140	AL2G16140.t1	1306	1306	0	0	0	0	0	0	0	0
2	3117499	3118587	-	AL2G16150	AL2G16150.t1	1089	1089	658	406	428	404	16	16	1102	826
2	3121277	3122907	-	AL2G16160	AL2G16160.t1	1399	1399	158	146	238	238	0	0	396	384
2	3125208	3128037	-	AL2G16170	AL2G16170.t1	2301	2341	206	58	4	4	0	0	210	62
2	3129297	3131697	DRP4C	AL2G16180	AL2G16180.t1	2165	2162	0	0	0	0	0	0	0	0
2	3133222	3139106	-	AL2G16190	AL2G16190.t3	3003	2997	0	0	2	2	134	140	136	142
2	3133222	3139106	-	AL2G16190	AL2G16190.t1	2941	2935	0	0	0	0	134	140	134	140
2	3133222	3139106	-	AL2G16190	AL2G16190.t2	3056	3050	0	0	2	2	134	140	136	142
2	3146332	3154543	-	AL2G16200	AL2G16200.t2	3089	3089	4	32	128	180	628	628	760	840
2	3146332	3154543	ATVPS34	AL2G16200	AL2G16200.t2	3089	3089	4	32	128	180	628	628	760	840
2	3151752	3156676	-	AL2G16200	AL2G16200.t1	2713	2711	158	104	1592	1644	630	630	2380	2378
2	3151752	3156676	ATVPS34	AL2G16200	AL2G16200.t1	2713	2711	158	104	1592	1644	630	630	2380	2378
2	3157682	3159365	-	AL2G16210	AL2G16210.t1	1141	1117	170	360	528	528	4	4	702	892
2	3164932	3166714	AtGolS4	AL2G16220	AL2G16220.t1	1517	1517	58	138	1596	1592	8	8	1662	1738
2	3166939	3170337	-	AL2G16230	AL2G16230.t1	1861	1861	8	10	90	90	0	0	98	100
2	3170832	3172804	-	AL2G16240	AL2G16240.t1	1641	1641	0	0	0	0	0	0	0	0
2	3176412	3179222	AtGolS7	AL2G16250	AL2G16250.t1	1322	1323	0	0	0	0	0	0	0	0
2	3183982	3192227	ATCOAA	AL2G16260	AL2G16260.t2	1492	1496	2	0	290	176	284	284	576	460
2	3189182	3192227	ATCOAA	AL2G16260	AL2G16260.t1	1469	1471	0	2	290	176	284	284	574	462
2	3196402	3197975	ARPC3	AL2G16270	AL2G16270.t1	1036	1036	12	54	544	544	0	0	556	598
2	3197989	3200477	-	AL2G16280	AL2G16280.t1	1977	1982	242	178	7212	7212	4	4	7458	7394
2	3202522	3204357	-	AL2G16290	AL2G16290.t1	1542	1542	0	0	0	0	0	0	0	0
2	3206583	3209747	-	AL2G16300	AL2G16300.t1	1436	1436	0	0	0	0	0	0	0	0
2	3216872	3219192	PG1	AL2G16310	AL2G16310.t1	2244	2242	494	198	406	406	0	0	900	604
2	3220042	3221306	-	AL2G16320	AL2G16320.t1	1265	1265	0	0	2	2	0	0	2	2
2	3222522	3223776	-	AL2G16330	AL2G16330.t1	1255	1255	0	0	0	0	0	0	0	0
2	3229712	3230936	anac024	AL2G16340	AL2G16340.t1	1105	1105	0	0	0	0	0	0	0	0
2	3231282	3232668	-	AL2G16350	AL2G16350.t1	421	467	0	0	0	0	0	0	0	0
2	3233992	3236928	ANAC023	AL2G16360	AL2G16360.t1	1373	1367	0	0	2	2	0	0	2	2
2	3237482	3237949	-	AL2G16370	AL2G16370.t1	385	385	0	0	0	0	0	0	0	0
2	3249942	3251029	-	AL2G16400	AL2G16400.t1	1005	1006	4	14	8	8	0	0	12	22
2	3256422	3257334	-	AL2G16410	AL2G16410.t1	913	913	0	0	0	0	0	0	0	0
2	3257633	3258657	-	AL2G16420	AL2G16420.t1	1025	1025	0	0	2	2	0	0	2	2
2	3260462	3265702	-	AL2G16430	AL2G16430.t1	1976	1976	48	88	1146	1154	0	0	1194	1242
2	3260462	3265702	OTS1	AL2G16430	AL2G16430.t1	1976	1976	48	88	1146	1154	0	0	1194	1242
2	3265716	3269627	OTS1	AL2G16440	AL2G16440.t1	2031	2032	326	294	836	836	0	0	1162	1130
2	3302059	3303440	-	AL2G16450	AL2G16450.t1	1125	1128	98	80	72	72	0	0	170	152
2	3303489	3306707	-	AL2G16460	AL2G16460.t1	2626	2626	334	392	2888	2888	4	4	3226	3284
2	3306709	3309054	-	AL2G16470	AL2G16470.t1	2346	2346	316	244	356	356	0	0	672	600
2	3311271	3313874	emb1220	AL2G16480	AL2G16480.t1	1858	1858	980	722	3924	3924	2	2	4906	4648
2	3314899	3318341	-	AL2G16490	AL2G16490.t1	2769	2772	242	214	428	428	0	0	670	642
2	3320529	3322016	-	AL2G16500	AL2G16500.t1	1277	1247	0	0	0	0	0	0	0	0
2	3334139	3335444	-	AL2G16510	AL2G16510.t1	1187	1187	78	0	522	522	96	88	696	610
2	3339119	3342982	ATTPS10	AL2G16520	AL2G16520.t1	3128	3128	272	356	1720	1720	4	4	1996	2080
2	3343357	3344004	-	AL2G16530	AL2G16530.t1	567	566	0	0	0	0	6	6	6	6
2	3344541	3352764	BGLU4	AL2G16540	AL2G16540.t1	6427	6427	138	406	158	158	6	6	302	570
2	3355242	3356444	-	AL2G16550	AL2G16550.t1	1206	1203	0	0	0	0	0	0	0	0
2	3357610	3358614	-	AL2G16560	AL2G16560.t1	1005	1005	2490	12	4512	4508	4	4	7006	4524
2	3358999	3361183	-	AL2G16570	AL2G16570.t1	1220	1221	388	588	72	72	0	0	460	660
2	3369486	3371314	-	AL2G16580	AL2G16580.t1	1830	1834	0	0	0	0	0	0	0	0
2	3373029	3379926	-	AL2G16620	AL2G16620.t1	3007	3017	468	630	2078	2078	0	0	2546	2708
2	3381400	3383974	-	AL2G16630	AL2G16630.t2	1386	1382	0	0	692	742	626	626	1318	1368
2	3381400	3383974	-	AL2G16630	AL2G16630.t1	1383	1379	0	0	690	740	626	626	1316	1366
2	3422619	3424978	-	AL2G16640	AL2G16640.t1	1373	1373	0	0	2	2	0	0	2	2
2	3427279	3430533	ATNAT7	AL2G16650	AL2G16650.t1	1921	1917	76	182	198	198	0	0	274	380
2	3433069	3434008	-	AL2G16660	AL2G16660.t1	940	940	6	6996	2224	2256	98	98	2328	9350
2	3456569	3457761	-	AL2G16680	AL2G16680.t1	915	915	316	278	742	730	8	4	1066	1012
2	3458599	3459734	-	AL2G16690	AL2G16690.t1	1050	1050	818	866	284	284	0	0	1102	1150
2	3460909	3463956	-	AL2G16710	AL2G16710.t1	2153	2166	684	886	110	110	0	0	794	996
2	3471505	3473301	-	AL2G16720	AL2G16720.t1	888	888	0	0	0	0	0	0	0	0
2	3471505	3473301	-	AL2G16720	AL2G16720.t1	888	888	0	0	0	0	0	0	0	0
2	3476213	3477421	-	AL2G16730	AL2G16730.t1	1209	1209	2	0	0	0	0	0	2	0
2	3482616	3486168	-	AL2G16740	AL2G16740.t1	3230	3229	8	4	34	34	0	0	42	38
2	3482616	3486168	ATDJC39	AL2G16740	AL2G16740.t1	3230	3229	8	4	34	34	0	0	42	38
2	3486181	3488871	ATDJC39	AL2G16750	AL2G16750.t1	1545	1544	144	224	172	172	0	0	316	396
2	3498597	3501241	-	AL2G16760	AL2G16760.t1	1766	1766	1062	402	940	530	788	576	2790	1508
2	3505326	3505959	-	AL2G16770	AL2G16770.t1	635	622	150	86	6	2	0	8	156	96
2	3513281	3514611	-	AL2G16780	AL2G16780.t1	1328	1316	824	898	352	352	4	4	1180	1254
2	3515526	3522935	-	AL2G16790	AL2G16790.t1	1255	1255	0	58	1608	1608	4	4	1612	1670
2	3524566	3526939	-	AL2G16800	AL2G16800.t1	1000	1005	2	6	0	0	0	0	2	6
2	3527356	3528510	ARR3	AL2G16810	AL2G16810.t1	852	852	2	0	0	0	0	0	2	0
2	3533860	3534951	-	AL2G16820	AL2G16820.t1	432	432	0	16	194	194	0	0	194	210
2	3537146	3540282	-	AL2G16830	AL2G16830.t1	3028	3032	258	190	646	650	0	0	904	840
2	3540309	3541661	AT-E1 ALPHA	AL2G16840	AL2G16840.t1	702	702	752	882	1896	1892	0	0	2648	2774
2	3541852	3542941	AT-E1 ALPHA	AL2G16850	AL2G16850.t1	1009	1007	1536	1236	324	328	34	36	1894	1600
2	3543645	3550431	SNL5	AL2G16860	AL2G16860.t2	4160	4165	0	0	2	0	0	0	2	0
2	3543645	3550431	SNL5	AL2G16860	AL2G16860.t1	4190	4195	0	0	2	0	0	0	2	0
2	3556153	3561771	PEN3	AL2G16880	AL2G16880.t1	4733	4735	5914	5726	3328	3320	4	12	9246	9058
2	3561906	3563368	-	AL2G16890	AL2G16890.t1	1270	1270	44	28	40	40	4	4	88	72
2	3563383	3565451	-	AL2G16900	AL2G16900.t1	1205	1198	50	108	36	40	0	0	86	148
2	3565501	3566801	-	AL2G16910	AL2G16910.t1	1301	1290	20	72	304	304	0	0	324	376
2	3565501	3566801	-	AL2G16910	AL2G16910.t1	1301	1290	20	72	304	304	0	0	324	376
2	3567876	3569760	-	AL2G16920	AL2G16920.t1	1695	1695	30	20	78	78	0	0	108	98
2	3567876	3569760	CCB4	AL2G16920	AL2G16920.t1	1695	1695	30	20	78	78	0	0	108	98
2	3569769	3571461	CCB4	AL2G16930	AL2G16930.t1	1090	1087	188	242	336	336	0	0	524	578
2	3581296	3582764	-	AL2G16940	AL2G16940.t1	1469	1469	0	0	0	0	0	0	0	0
2	3590336	3592888	PP2A-1	AL2G16950	AL2G16950.t1	1317	1309	332	334	1676	1676	4	4	2012	2014
2	3593134	3602261	ALA3	AL2G16960	AL2G16960.t1	4144	4153	74	1836	326	338	0	0	400	2174
2	3612370	3613671	-	AL2G16970	AL2G16970.t1	1302	1302	2	4	0	0	0	0	2	4
2	3616346	3620471	-	AL2G16980	AL2G16980.t1	3207	3207	94	678	240	254	10	10	344	942
2	3616346	3620471	-	AL2G16980	AL2G16980.t1	3207	3207	94	678	240	254	10	10	344	942
2	3616346	3620471	-	AL2G16980	AL2G16980.t1	3207	3207	94	678	240	254	10	10	344	942
2	3620503	3621661	-	AL2G16990	AL2G16990.t1	1159	1159	0	0	0	0	0	0	0	0
2	3623879	3626241	-	AL2G17000	AL2G17000.t1	1403	1403	0	0	0	0	0	0	0	0
2	3629641	3632721	-	AL2G17010	AL2G17010.t1	1689	1689	0	0	84	84	56	56	140	140
2	3634671	3641631	-	AL2G17020	AL2G17020.t1	3703	3703	0	0	0	0	0	0	0	0
2	3634671	3641631	-	AL2G17020	AL2G17020.t1	3703	3703	0	0	0	0	0	0	0	0
2	3649093	3657251	-	AL2G17030	AL2G17030.t1	5126	5122	0	0	0	0	0	0	0	0
2	3649093	3657251	-	AL2G17030	AL2G17030.t1	5126	5122	0	0	0	0	0	0	0	0
2	3661543	3665744	-	AL2G17040	AL2G17040.t1	2262	2262	0	0	4	4	0	0	4	4
2	3661543	3665744	-	AL2G17040	AL2G17040.t1	2262	2262	0	0	4	4	0	0	4	4
2	3667525	3669958	-	AL2G17050	AL2G17050.t1	1338	1338	0	0	0	0	0	0	0	0
2	3675744	3677988	-	AL2G17060	AL2G17060.t1	878	878	0	0	0	0	0	0	0	0
2	3678173	3680601	-	AL2G17070	AL2G17070.t1	1277	1277	56	56	20	20	0	0	76	76
2	3683353	3688596	-	AL2G17080	AL2G17080.t1	2030	2023	114	104	58	34	16	10	188	148
2	3692163	3693139	-	AL2G17090	AL2G17090.t1	560	560	0	0	0	0	0	0	0	0
2	3697203	3702357	-	AL2G17100	AL2G17100.t1	3055	3090	762	240	422	398	16	20	1200	658
2	3702813	3708883	-	AL2G17110	AL2G17110.t1	3256	3264	474	282	1138	1138	0	0	1612	1420
2	3708891	3713878	ARF1	AL2G17120	AL2G17120.t1	2503	2506	96	80	1746	904	1962	1962	3804	2946
2	3708891	3713878	ARF1	AL2G17120	AL2G17120.t2	2494	2497	0	0	1662	820	1962	1962	3624	2782
2	3722385	3726728	-	AL2G17130	AL2G17130.t1	2017	2021	874	640	470	474	2	2	1346	1116
2	3753393	3754269	ATH7	AL2G17160	AL2G17160.t1	609	609	30	114	8	8	0	0	38	122
2	3754467	3756048	-	AL2G17170	AL2G17170.t1	1165	1166	20	18	10	10	0	0	30	28
2	3759133	3760859	-	AL2G17180	AL2G17180.t1	1088	1089	0	0	0	0	0	0	0	0
2	3770063	3771907	CRR28	AL2G17190	AL2G17190.t1	1845	1845	12	24	6	6	0	0	18	30
2	3771924	3773528	CRR28	AL2G17200	AL2G17200.t1	1337	1337	530	468	384	340	30	30	944	838
2	3771924	3773528	-	AL2G17200	AL2G17200.t1	1337	1337	530	468	384	340	30	30	944	838
2	3774113	3775388	-	AL2G17210	AL2G17210.t1	697	693	44	180	330	330	0	0	374	510
2	3786537	3788098	-	AL2G17220	AL2G17220.t1	1181	1180	0	0	0	0	0	0	0	0
2	3792952	3797558	EDA1	AL2G17230	AL2G17230.t1	3900	3899	0	0	0	0	0	0	0	0
2	3800261	3803258	-	AL2G17250	AL2G17250.t1	2495	2497	476	384	354	348	2	2	832	734
2	3803621	3810018	-	AL2G17260	AL2G17260.t1	5428	5428	0	0	2	2	0	0	2	2
2	3811041	3813018	ATGSTU15	AL2G17270	AL2G17270.t1	976	976	94	156	68	68	0	0	162	224
2	3813263	3818888	-	AL2G17280	AL2G17280.t1	3498	3498	404	618	1512	1524	6	8	1922	2150
2	3827219	3830176	CW14	AL2G17290	AL2G17290.t1	2266	2266	0	0	0	0	0	0	0	0
2	3830331	3833495	CW14	AL2G17300	AL2G17300.t1	1776	1776	0	0	0	0	0	0	0	0
2	3833668	3835116	CW14	AL2G17310	AL2G17310.t1	1108	1108	0	32	14	14	0	0	14	46
2	3836711	3837687	CW14	AL2G17320	AL2G17320.t1	606	606	0	0	0	0	0	0	0	0
2	3838436	3841296	CW14	AL2G17330	AL2G17330.t1	2237	2237	0	0	0	0	0	0	0	0
2	3841763	3844716	CW14	AL2G17340	AL2G17340.t1	1865	1870	148	288	1478	1482	4	4	1630	1774
2	3864321	3866263	ZCW32	AL2G17350	AL2G17350.t1	1190	1191	120	114	178	178	6	6	304	298
2	3868111	3869456	-	AL2G17360	AL2G17360.t1	1346	1346	0	0	0	0	0	0	0	0
2	3870530	3871826	-	AL2G17370	AL2G17370.t1	762	759	0	0	0	0	0	0	0	0
2	3872071	3873425	-	AL2G17380	AL2G17380.t1	1355	1355	0	0	0	0	0	0	0	0
2	3874420	3877646	-	AL2G17390	AL2G17390.t1	2748	2745	148	32	58	74	2	8	208	114
2	3877841	3878906	-	AL2G17400	AL2G17400.t1	1068	1052	0	0	0	0	0	0	0	0
2	3879000	3880416	CW9	AL2G17410	AL2G17410.t1	1292	1293	0	0	0	0	0	0	0	0
2	3880466	3882846	CW9	AL2G17420	AL2G17420.t1	1863	1873	0	6	46	52	32	36	78	94
2	3880466	3882846	CW9	AL2G17420	AL2G17420.t2	1674	1674	0	0	16	22	32	36	48	58
2	3884937	3888836	CW9	AL2G17430	AL2G17430.t1	3264	3265	300	42	820	820	0	0	1120	862
2	3903790	3911716	ADL3	AL2G17450	AL2G17450.t1	3215	3212	1504	1460	2518	2530	0	0	4022	3990
2	3918661	3925547	-	AL2G17460	AL2G17460.t1	5237	5237	0	0	0	0	0	0	0	0
2	3924767	3925547	-	AL2G17460	AL2G17460.t2	781	781	0	0	0	0	0	0	0	0
2	3930181	3932414	ZCW7	AL2G17470	AL2G17470.t1	1242	1251	394	342	834	838	0	0	1228	1180
2	3934745	3935826	ZCF37	AL2G17480	AL2G17480.t1	1082	1082	82	68	414	414	20	20	516	502
2	3938798	3940956	ATMPK2	AL2G17490	AL2G17490.t1	1605	1623	648	532	714	714	16	16	1378	1262
2	3941325	3945376	ZCF61	AL2G17510	AL2G17510.t2	1778	1779	0	0	290	330	1908	1908	2198	2238
2	3941325	3943526	ZCF61	AL2G17510	AL2G17510.t1	1325	1326	12	6	362	402	1908	1908	2282	2316
2	3952701	3954012	-	AL2G17520	AL2G17520.t1	1313	1313	0	0	0	0	0	0	0	0
2	3954066	3959286	ZCF125	AL2G17530	AL2G17530.t1	2639	2639	278	428	150	150	0	0	428	578
2	3966576	3967306	ATBZIP4	AL2G17540	AL2G17540.t1	731	731	0	0	8	8	0	0	8	8
2	3969836	3974846	CW7	AL2G17550	AL2G17550.t1	1513	1489	544	252	206	206	0	0	750	458
2	3975269	3977046	-	AL2G17560	AL2G17560.t1	1657	1654	0	0	0	0	0	0	0	0
2	3985020	3986521	CF9	AL2G17570	AL2G17570.t1	1502	1497	118	120	40	40	0	0	158	160
2	3987666	3988473	-	AL2G17580	AL2G17580.t1	808	812	0	0	0	0	0	0	0	0
2	3992476	4000512	-	AL2G17590	AL2G17590.t1	2595	2596	0	0	6	6	0	0	6	6
2	4002736	4005060	GH3.4	AL2G17600	AL2G17600.t1	1968	1968	0	0	0	0	0	0	0	0
2	4007676	4014556	-	AL2G17610	AL2G17610.t1	5317	5299	0	0	0	0	0	0	0	0
2	4019476	4021266	-	AL2G17620	AL2G17620.t1	994	994	0	0	0	0	0	0	0	0
2	4033126	4036558	-	AL2G17630	AL2G17630.t1	2050	2050	4284	4172	1836	1632	606	352	6726	6156
2	4033126	4036558	-	AL2G17630	AL2G17630.t1	2050	2050	4284	4172	1836	1632	606	352	6726	6156
2	4036598	4041771	-	AL2G17640	AL2G17640.t1	1866	1866	2	0	4	4	0	0	6	4
2	4036598	4041771	-	AL2G17640	AL2G17640.t1	1866	1866	2	0	4	4	0	0	6	4
2	4042293	4049291	-	AL2G17650	AL2G17650.t1	3258	3270	720	1084	550	550	0	4	1270	1638
2	4042293	4049291	-	AL2G17650	AL2G17650.t1	3258	3270	720	1084	550	550	0	4	1270	1638
2	4059256	4062873	-	AL2G17670	AL2G17670.t1	2398	2398	0	0	0	0	0	0	0	0
2	4073673	4076411	RXW8	AL2G17680	AL2G17680.t1	1730	1729	0	0	22	20	32	32	54	52
2	4073673	4079601	RXW8	AL2G17680	AL2G17680.t2	3057	3056	0	0	34	24	38	38	72	62
2	4076645	4079601	RXW8	AL2G17680	AL2G17680.t3	1458	1458	0	0	8	0	6	6	14	6
2	4079926	4082093	-	AL2G17690	AL2G17690.t1	1252	1252	0	0	0	0	0	0	0	0
2	4082706	4084080	-	AL2G17700	AL2G17700.t1	1244	1244	0	0	0	0	0	0	0	0
2	4088216	4089592	-	AL2G17720	AL2G17720.t1	1377	1377	0	0	0	0	0	0	0	0
2	4093142	4094791	-	AL2G17730	AL2G17730.t1	1234	1234	0	0	0	0	0	0	0	0
2	4096018	4097831	ATRBP1	AL2G17740	AL2G17740.t1	1468	1468	110	66	108	108	0	0	218	174
2	4106232	4107541	-	AL2G17750	AL2G17750.t1	872	874	2	2	4	4	0	0	6	6
2	4108792	4112861	TPR6	AL2G17760	AL2G17760.t1	2111	2115	1264	344	110	110	0	0	1374	454
2	4124346	4127535	XF1	AL2G17770	AL2G17770.t1	1859	1861	570	514	552	552	2	2	1124	1068
2	4128636	4130076	RXF26	AL2G17780	AL2G17780.t1	1201	1202	18	44	42	42	0	0	60	86
2	4130926	4131558	-	AL2G17790	AL2G17790.t1	548	548	0	0	0	0	0	0	0	0
2	4133375	4134181	-	AL2G17800	AL2G17800.t1	805	801	462	178	114	110	0	0	576	288
2	4153549	4157016	-	AL2G17810	AL2G17810.t1	3039	3045	0	0	0	0	0	0	0	0
2	4160229	4161230	-	AL2G17820	AL2G17820.t1	1002	1002	2	0	4	4	0	0	6	4
2	4169409	4173687	RXF12	AL2G17830	AL2G17830.t1	3118	3119	0	0	102	102	0	0	102	102
2	4173952	4175394	RXF12	AL2G17840	AL2G17840.t1	1108	1111	434	2126	1162	1666	606	620	2202	4412
2	4183375	4187214	RXF12	AL2G17850	AL2G17850.t1	2990	2990	182	184	84	84	0	0	266	268
2	4191134	4195344	AAP1	AL2G17860	AL2G17860.t1	1734	1736	684	938	4054	4054	4	4	4742	4996
2	4234039	4238515	ZW18	AL2G17870	AL2G17870.t1	2992	3006	470	658	676	672	8	4	1154	1334
2	4252084	4254464	ZF14	AL2G17880	AL2G17880.t1	2014	2014	324	228	474	474	0	0	798	702
2	4282775	4283894	ZW2	AL2G17890	AL2G17890.t1	1120	1120	0	0	0	0	0	0	0	0
2	4296892	4301274	CAT2	AL2G17900	AL2G17900.t1	2358	2358	1238	566	1188	1184	2	2	2428	1752
2	4334699	4343747	-	AL2G17910	AL2G17910.t1	5299	5299	0	0	0	0	0	0	0	0
2	4356898	4371374	-	AL2G17920	AL2G17920.t2	4566	4565	0	0	22	6	20	20	42	26
2	4356898	4361274	-	AL2G17920	AL2G17920.t3	837	837	0	0	20	4	2	2	22	6
2	4362477	4371374	-	AL2G17920	AL2G17920.t1	3962	3961	0	0	2	2	18	18	20	20
2	4374612	4387124	-	AL2G17950	AL2G17950.t1	4678	4678	4	2	80	60	1252	1252	1336	1314
2	4374612	4387124	-	AL2G17950	AL2G17950.t2	4675	4675	0	0	78	58	1252	1252	1330	1310
2	4388809	4391722	-	AL2G17960	AL2G17960.t1	2444	2448	0	2	0	0	0	0	0	2
2	4391889	4393109	-	AL2G17970	AL2G17970.t1	1221	1221	88	130	26	26	0	0	114	156
2	4393201	4396454	ATATP-PRT1	AL2G17980	AL2G17980.t1	1493	1517	2256	1352	950	982	10	10	3216	2344
2	4400513	4401874	-	AL2G17990	AL2G17990.t1	609	609	0	0	2	2	8	8	10	10
2	4407879	4409094	-	AL2G18000	AL2G18000.t1	866	865	0	6	42	42	0	0	42	48
2	4410182	4415254	-	AL2G18010	AL2G18010.t1	1384	1384	0	0	0	0	2	2	2	2
2	4421889	4423138	-	AL2G18020	AL2G18020.t1	1250	1250	0	0	0	0	0	0	0	0
2	4425649	4426938	-	AL2G18040	AL2G18040.t1	1202	1202	0	0	0	0	0	0	0	0
2	4437525	4439184	-	AL2G18050	AL2G18050.t1	1660	1663	114	160	1184	1196	16	16	1314	1372
2	4446609	4449293	-	AL2G18060	AL2G18060.t1	915	915	0	0	0	0	0	0	0	0
2	4460600	4463254	-	AL2G18070	AL2G18070.t1	1716	1700	332	294	284	356	20	44	636	694
2	4466199	4468296	-	AL2G18080	AL2G18080.t1	2098	2098	0	0	0	0	0	0	0	0
2	4469321	4470824	-	AL2G18090	AL2G18090.t1	882	881	2	0	0	0	0	0	2	0
2	4480296	4487323	-	AL2G18100	AL2G18100.t1	4049	4048	0	0	10	10	0	0	10	10
2	4504916	4505699	-	AL2G18110	AL2G18110.t1	783	784	36	0	22	22	0	0	58	22
2	4506231	4507501	-	AL2G18120	AL2G18120.t1	1271	1271	0	0	0	0	0	0	0	0
2	4509664	4511641	ATBCA6	AL2G18130	AL2G18130.t1	1126	1127	0	0	32	60	16	16	48	76
2	4509664	4511641	ATBCA6	AL2G18130	AL2G18130.t2	1435	1436	0	4	34	62	16	16	50	82
2	4532529	4537391	MSL3	AL2G18140	AL2G18140.t1	2492	2496	0	0	366	508	1466	1462	1832	1970
2	4532529	4537391	MSL3	AL2G18140	AL2G18140.t2	2489	2493	4	0	358	500	1466	1462	1828	1962
2	4537776	4538683	-	AL2G18150	AL2G18150.t1	908	908	0	0	0	0	0	0	0	0
2	4539796	4541778	-	AL2G18160	AL2G18160.t1	1225	1225	0	0	0	0	0	0	0	0
2	4543476	4545168	EMB1674	AL2G18170	AL2G18170.t1	1693	1684	148	106	142	142	0	0	290	248
2	4546776	4549927	EMB1674	AL2G18180	AL2G18180.t1	3045	3048	0	2	12	12	0	0	12	14
2	4550000	4554521	-	AL2G18190	AL2G18190.t1	2631	2624	394	464	292	292	4	4	690	760
2	4566026	4580378	-	AL2G18210	AL2G18210.t1	8322	8322	728	574	1148	1152	8	8	1884	1734
2	4566026	4580378	-	AL2G18210	AL2G18210.t1	8322	8322	728	574	1148	1152	8	8	1884	1734
2	4598411	4598961	-	AL2G18230	AL2G18230.t1	545	551	0	0	0	0	0	0	0	0
2	4612073	4626381	SAB	AL2G18260	AL2G18260.t1	8154	8175	480	756	1456	1456	0	0	1936	2212
2	4631206	4634632	-	AL2G18270	AL2G18270.t2	1957	1957	0	0	0	0	0	0	0	0
2	4631206	4632819	-	AL2G18270	AL2G18270.t1	1461	1461	0	0	0	0	0	0	0	0
2	4635240	4643691	-	AL2G18280	AL2G18280.t1	5501	5501	0	0	4	4	0	0	4	4
2	4635240	4643691	-	AL2G18280	AL2G18280.t1	5501	5501	0	0	4	4	0	0	4	4
2	4635240	4643691	-	AL2G18280	AL2G18280.t1	5501	5501	0	0	4	4	0	0	4	4
2	4644928	4646741	ZW9	AL2G18290	AL2G18290.t1	1179	1179	0	0	32	32	0	0	32	32
2	4662088	4663310	-	AL2G18300	AL2G18300.t1	757	757	0	0	0	0	0	0	0	0
2	4672928	4679416	-	AL2G18310	AL2G18310.t1	4478	4478	0	0	52	52	0	0	52	52
2	4686748	4689948	-	AL2G18330	AL2G18330.t1	2322	2313	98	0	400	400	0	0	498	400
2	4691550	4693803	-	AL2G18350	AL2G18350.t1	1231	1229	452	200	328	328	0	0	780	528
2	4705093	4706513	-	AL2G18360	AL2G18360.t1	1157	1157	0	0	0	0	0	0	0	0
2	4706877	4709123	HEMA1	AL2G18370	AL2G18370.t1	1961	1961	764	442	4792	4792	4	4	5560	5238
2	4724005	4725783	HO4	AL2G18380	AL2G18380.t1	836	844	0	0	0	0	0	0	0	0
2	4726068	4727370	HO4	AL2G18390	AL2G18390.t1	1303	1303	0	0	36	36	0	0	36	36
2	4727918	4730912	HO4	AL2G18400	AL2G18400.t1	2660	2660	0	0	0	0	0	0	0	0
2	4731278	4732101	HO4	AL2G18410	AL2G18410.t1	759	759	0	0	0	0	0	0	0	0
2	4732178	4732719	HO4	AL2G18420	AL2G18420.t1	542	542	0	0	0	0	0	0	0	0
2	4732763	4738613	HO4	AL2G18430	AL2G18430.t1	5491	5491	0	0	0	0	0	0	0	0
2	4738808	4743019	HO4	AL2G18440	AL2G18440.t1	3191	3191	0	0	4	4	0	0	4	4
2	4747758	4749877	-	AL2G18450	AL2G18450.t1	1714	1715	4	0	0	0	0	0	4	0
2	4762712	4763893	-	AL2G18470	AL2G18470.t1	490	490	0	0	0	0	0	0	0	0
