Gene stable ID	Gene name
AT5G43880	
AT4G15370	BARS1
AT1G70150	
AT3G25490	WAKL16
AT5G28220	
AT3G10070	TAF12
AT2G38152	
AT1G58050	
AT3G44890	RPL9
AT2G21740	EC1.2
AT4G31840	ENODL15
AT3G08740	
AT4G35970	APX5
AT1G21835	
AT5G13210	
AT1G58230	
AT3G55970	JRG21
AT1G19394	
AT3G16180	NPF1.1
AT3G14580	
AT1G20950	PFP-ALPHA1
AT3G04150	
AT5G23330	RIBF1
AT5G63030	GRXC1
AT3G49142	PCMP-H77
AT4G10290	
AT4G37710	VQ29
AT2G21980	
AT3G05035	
AT3G61723	
AT2G45540	BCHC2
AT5G51420	
AT1G71950	
AT5G48520	
AT2G04440	
AT2G27230	LHW
AT4G27850	
AT5G62190	RH7
AT4G20910	HEN1
AT3G07330	CSLC6
AT5G56070	
AT5G17970	
AT1G80780	
AT3G45860	CRK4
AT4G35120	
ATMG00400	ORF157
AT5G42890	ATSCP2
AT2G27550	CEN
AT2G40470	LBD15
AT5G66860	
AT3G54750	
AT1G17030	
AT5G27247	
AT2G32120	HSP70-8
AT2G22030	
AT1G17290	ALAAT1
AT1G06210	
AT4G38620	MYB4
AT5G44480	DUR
AT4G34310	
AT1G47695	
AT5G57200	
AT3G53670	
AT4G34810	
AT5G12440	
AT5G55180	
AT1G65030	
AT3G06100	NIP7-1
AT2G27530	RPL10AB
AT2G26610	
AT1G44050	
AT1G54320	ALIS3
AT1G70570	
AT4G20790	
AT4G18350	NCED2
AT4G11580	
AT2G36730	PCMP-E44
AT5G36150	PEN3
AT1G22960	
AT5G38700	
AT4G32250	
AT4G05490	FBL22
AT5G26150	
AT2G22080	
AT3G57290	TIF3E1
AT4G12770	
AT2G47840	TIC20-II
AT5G44410	
AT1G20225	
AT1G68930	PCMP-H22
AT5G19050	
AT5G01160	
AT2G42160	BRIZ1
AT1G23700	
AT1G26773	
AT2G30910	ARPC1A
AT5G02780	GSTL1
AT1G14270	
AT2G10608	
AT4G00610	
AT5G58820	SBT4.7
AT5G25070	
AT5G23830	
AT2G37120	S1FA2
AT4G36370	
AT2G34150	SCAR1
AT4G19340	
AT5G62360	
AT3G03210	
AT2G16760	
AT2G45080	CYCU2-1
AT5G11470	
AT5G39030	
AT5G50220	
AT4G38160	pde191
AT1G29760	SEI2
AT1G06110	SKIP16
AT1G62980	EXPA18
AT2G26290	PBL12
AT3G06910	ULP1A
AT3G52690	
AT3G28899	
AT3G12270	PRMT3
AT5G14430	
AT5G22070	
AT3G14320	ATL61
AT3G01870	
AT4G12350	MYB42
AT3G53880	AKR4C11
AT5G54940	
AT3G46950	
AT4G12555	
AT1G20680	
AT3G01580	PCMP-E87
AT3G28853	
AT1G36280	
AT4G34390	XLG2
AT3G26670	
AT5G14690	
ATCG00580	PSBE
AT5G53045	
AT5G13340	
AT3G22750	
AT1G09590	RPL21C
AT2G44380	
AT5G62490	HVA22B
AT1G59710	
AT1G16310	MTP10
AT5G66530	
AT4G22200	AKT2
AT5G14850	
AT1G73500	MKK9
AT1G22750	
AT5G26320	
AT4G35160	
AT3G28223	
AT4G24650	IPT4
AT1G14340	
AT1G49380	CCS1
AT4G17280	
AT4G33310	
AT2G02515	
AT3G10580	
AT4G38020	
AT2G42390	
AT5G65490	
AT2G35290	
AT5G23575	
AT1G71760	
AT3G08890	
AT1G52060	JAL9
AT3G50990	PER36
AT1G64440	UGE4
AT5G65260	PABN2
AT1G31130	
AT3G46030	HTB11
AT5G35913	
AT3G10595	
AT5G02090	
AT2G04025	RGF3
AT4G27810	
AT5G39480	
AT3G55290	
AT5G57820	
AT2G17970	
AT5G53520	OPT8
AT2G22160	
AT1G48480	RKL1
AT5G17000	
AT3G25280	NPF4.2
AT3G21460	GRXS10
AT1G03000	PEX6
AT2G44790	UCC2
AT5G22060	ATJ2
AT5G22420	FAR7
AT5G25360	
AT1G71350	
AT2G17200	DSK2B
AT4G31450	
AT5G65530	
AT4G32440	
AT1G76440	
AT3G04530	PPCK2
AT2G17550	
AT5G55110	
AT3G60580	ZAT9
AT2G15960	
AT2G22300	CMTA3
AT3G52700	
AT4G38770	PRP4
AT4G35230	BSK1
AT1G30140	
AT1G12070	
AT5G18650	MIEL1
AT3G57940	
AT5G42740	PGIC
AT2G35640	
AT2G18270	
AT2G22240	IPS2
AT3G13910	
AT2G47820	
AT2G19710	
AT4G08920	CRY1
AT4G07666	
AT5G56460	PBL16
AT3G48470	EMB2423
AT5G08650	
AT1G50732	
AT5G38197	
AT4G21750	ATML1
AT1G32570	
AT5G14720	
AT3G51760	
AT3G45650	NAXT1
AT1G19840	
AT3G48350	CEP3
AT1G75890	
AT1G05835	
AT3G53160	UGT73C7
AT4G03270	CYCD6-1
AT4G10250	HSP22.0
AT2G22630	AGL17
AT1G14580	
AT2G34970	
AT1G57720	
AT5G48590	
AT4G39020	
AT3G17240	LPD2
AT5G45690	OBAP2A
AT2G44130	
AT5G38330	PDF3.1
AT4G07740	
AT1G17630	PCMP-E72
AT3G01435	
AT2G33600	
AT1G74870	
AT2G37360	ABCG2
AT2G17040	anac036
AT1G12330	
AT1G22810	ERF019
AT1G72470	ATEXO70D1
AT1G29230	CIPK18
AT4G28230	
AT4G38360	LAZ1
AT5G50470	NFYC7
AT1G29775	
AT1G72830	HAP2C
AT3G02350	GAUT9
AT5G07480	KUOX1
AT2G45860	
AT1G18510	TET16
AT2G41990	
AT3G55030	PGPS2
AT1G49560	HHO6
AT5G24770	VSP2
AT3G16060	KIN13B
AT1G80280	
ATCG00330	RPS14
AT5G15685	
AT2G20960	pEARLI4
AT1G77020	
AT4G30680	
AT5G41950	HLB1
AT5G20690	PRK6
AT3G25770	AOC2
AT5G44530	
AT5G26000	TGG1
AT3G62860	
AT5G21105	
AT3G08710	TRX9
AT4G14180	PRD1
AT1G51330	
AT5G46670	
AT1G33500	
AT4G09570	CPK4
AT5G67010	ERF121
AT1G57750	CYP96A15
AT1G69050	
AT4G29230	anac075
AT3G03260	HDG8
AT1G11650	RBP45B
AT3G10525	SMR1
AT3G21380	JAL36
AT5G18350	
AT4G40030	
AT1G20500	4CLL4
AT4G37460	SRFR1
AT5G14100	ABCI11
AT5G36722	
AT1G78670	GGH3
AT1G49740	
AT3G44713	
AT3G20060	UBC19
AT3G54930	B'EPSILON
AT5G21100	
AT3G62850	
AT3G56450	ASNAP1
AT5G12930	
AT2G39540	
AT4G32400	BT1
AT2G32390	GLR3.5
AT3G16420	PBP1
AT1G53540	HSP17.6C
AT3G15340	PPI2
AT3G63190	RRF
AT5G66360	DIM1B
AT5G42840	
AT2G21130	CYP19-2
AT4G15920	SWEET17
AT2G46380	
AT5G03160	P58IPK
AT3G27810	MYB21
AT2G44840	ERF13
AT5G66100	
AT5G39710	EMB2745
AT5G09820	PAP7
AT1G27300	
AT4G27720	
AT1G05090	
AT4G22920	SGR1
AT4G17615	CBL1
AT3G59240	
AT1G74780	
AT3G13220	ABCG26
AT3G20750	GATA29
AT1G08970	NFYC9
AT2G22840	GRF1
AT3G20430	
AT5G35220	EGY1
AT5G28919	
AT1G75030	ATLP-3
AT5G25995	
AT4G32605	
AT2G40180	PP2C5
AT4G35690	
AT4G04775	
AT5G05260	CYP79A2
AT1G66140	ZFP4
AT3G27850	RPL12C
AT2G24990	
AT5G52490	FIB3
AT2G36255	
AT4G15200	AFH3
AT4G38510	
AT3G14250	
AT2G42250	CYP712A1
AT3G54960	PDIL1-3
AT5G37540	
ATCG00080	PSBI
AT5G37680	ARL8C
AT4G09153	LCR36
AT4G19035	LCR7
AT1G53950	
AT4G17470	
AT3G14110	FLU
AT5G11840	
AT5G11640	
AT3G03250	UGP
AT5G21920	YLMG2
AT3G57062	
AT1G48020	PMEI1
AT4G17040	CLPR4
AT5G01600	FER1
AT1G69240	MES15
AT3G18524	MSH2
AT5G58060	YKT61
AT3G02830	ZFN1
AT1G01980	SEC1A
AT4G14570	
AT5G41370	XPB1
AT2G31018	
AT5G01300	
AT3G06750	
AT3G52400	SYP122
AT2G02550	
AT2G13720	
AT3G59620	JAL39
AT2G44290	YLS3
AT2G36145	
AT3G26560	
AT3G11280	
AT4G12720	AtNUDT7
AT4G03165	
AT3G03450	RGL2
AT1G78060	BXL7
AT4G22756	SMO1-2
AT2G35840	SPP2
AT5G22355	
AT4G39300	
AT1G21390	emb2170
AT5G41680	
AT3G17000	UBC32
AT2G21235	
AT4G08097	
AT4G23040	PUX13
AT5G56368	
AT1G19290	
AT4G35710	
AT5G12420	
AT1G12310	CML13
AT5G18060	SAUR23
AT5G46250	LARP6A
AT2G05210	POT1A
AT5G39860	PRE1
AT5G50840	
AT2G38680	
AT1G20030	
AT1G09810	ECT11
AT1G06870	TPP2
AT5G22794	
AT1G33920	PP2A4
AT3G63370	PCMP-H83
AT5G24070	PER61
AT1G21400	
AT1G30990	
AT4G38740	CYP18-3
AT3G15640	COX5B-1
AT3G07780	OBE1
AT1G10680	ABCB10
AT2G26780	
AT5G14602	
AT1G02530	ABCB12
AT2G11570	
AT4G14890	FdC2
AT3G50270	
AT1G53650	CID8
AT3G06070	
AT1G71690	
AT4G38550	
AT1G73490	
AT4G39610	
AT1G17065	
AT3G47990	SIS3
AT2G21970	SEP2
AT1G60670	
AT3G49660	WDR5A
AT1G64680	
AT3G29305	
AT3G29794	
AT5G49680	KIP
AT3G28760	
AT3G49850	TRB3
AT2G02980	PCMP-H26
AT3G09290	TAC1
AT4G10590	UBP9
AT3G07080	
AT1G05650	
AT4G32010	VAL2
AT3G52130	
AT1G50920	
AT1G21000	
AT4G30170	PER45
AT3G12280	RBR1
AT1G08800	MYOB1
AT3G60961	
AT4G16915	
AT2G23630	sks16
AT3G62030	ROC4
AT1G33540	SCPL18
AT2G18770	
AT1G67785	
AT5G45890	SAG12
AT5G06350	
AT4G03380	
AT5G62560	PUB41
AT5G17460	
AT4G23030	DTX49
AT3G23280	XBAT35
AT3G44550	FAR5
AT1G51670	HTT5
AT3G17540	
AT2G16920	UBC23
AT1G67860	
AT2G14378	
AT3G22950	ATARFC1
AT5G13720	
AT2G16870	
AT1G47495	
AT2G34420	LHB1B2
AT4G37740	GRF2
AT5G56730	
AT5G12130	TERC
AT1G14380	IQD28
AT5G04895	
AT3G20362	
ATMG01010	ORF118
ATCG00510	PSAI
AT4G37520	PER50
AT3G07470	
AT3G26440	
AT1G19260	
AT1G52820	
AT1G78450	
AT3G07525	ATG10
AT5G59140	
AT1G64540	
AT4G05632	
ATMG01260	ORF205
AT5G06130	ORLIKE
AT3G49120	PER34
AT2G26760	CYCB1-4
AT2G47480	
AT1G24807	
AT4G09080	TOC75-IV
AT3G63150	MIRO2
AT1G53600	PCMP-E63
AT3G22880	DMC1
AT5G57123	
AT1G80555	
AT2G19802	
AT1G29540	
AT4G11160	
AT5G02850	MED4
AT4G24560	UBP16
AT4G03020	
AT1G60985	SCRL6
AT5G18880	
AT5G06800	
AT5G42900	COR27
AT5G62690	TUBB3
AT2G34355	
AT4G01380	
AT3G15710	
AT5G02680	
AT1G03340	
AT1G25054	LPXC4
AT5G66690	UGT72E2
AT5G59220	SAG113
AT2G32870	
AT1G03982	RIC8
AT2G21730	CAD2
AT5G12030	HSP17.7
AT4G18170	WRKY28
AT2G07627	
AT5G43525	LURE1.5
AT1G78900	VHA-A
AT4G08840	APUM11
AT3G13432	
AT3G05936	
AT3G19040	TAF1
AT1G21440	
AT1G64770	NDF2
AT3G49970	
AT5G20630	GER3
AT5G06440	
AT4G33920	
AT5G10946	
AT3G30235	
AT1G10400	UGT90A2
AT4G24600	
AT5G64300	RIBA1
AT5G24660	LSU2
AT2G45890	ROPGEF4
AT4G25835	
AT1G48520	GATB
AT5G50710	
AT4G22290	
AT1G69680	
AT1G22480	
AT4G39753	
AT5G03910	ABCB29
AT1G60550	MENB
AT5G45560	EDR2L
AT3G15635	
AT1G16000	
AT2G22740	SUVH6
AT5G24000	
AT1G52660	
AT4G01680	MYB55
AT2G35860	FLA16
AT1G61380	SD129
AT1G48095	
AT1G24200	
AT1G72125	NPF5.13
AT5G63595	FLS4
AT5G60620	GPAT9
AT2G45730	
AT1G75100	JAC1
AT5G07790	
AT5G08230	HULK1
AT3G56350	MSD2
AT4G30250	
AT1G27210	TOR1L4
AT4G23050	
AT2G01820	TMK3
AT3G44450	BIC2
AT4G13080	XTH1
AT2G30385	
AT1G05210	
AT5G18520	
AT5G57569	
AT1G23150	
AT5G55430	
AT1G76170	
AT5G52410	
AT2G35090	
AT3G61210	
AT4G25434	ATNUDT10
AT1G72440	EDA25
AT4G17950	AHL13
AT2G40620	
AT3G09620	
AT5G04250	
AT3G30580	
AT5G41140	
AT3G12100	MTPC2
AT5G06310	POT1B
AT5G16320	FRL1
AT1G06630	
AT1G51930	
AT2G44190	EDE1
AT1G17940	
AT4G02560	LD
AT1G14450	
AT3G09922	IPS1
AT5G46700	TRN2
AT3G14620	CYP72A8
AT5G57520	ZFP2
AT3G21810	
AT5G24316	
AT4G16980	
AT1G28060	RDM16
ATCG00810	RPL22
AT3G44720	ADT4
AT5G16210	
AT4G21230	CRK27
AT5G65687	
AT4G39290	
AT2G45140	PVA12
AT1G09625	
AT5G13770	
AT2G21940	SK1
AT3G06895	
AT2G05370	
AT5G02570	
AT3G19280	FUT11
AT5G54550	
AT4G14385	
AT4G15096	
AT3G58120	BZIP61
AT5G59890	ADF4
AT4G13440	
AT3G13660	DIR22
AT5G08141	AtbZIP75
AT5G07140	
AT3G20570	ENODL9
AT2G17410	ARID3
AT4G18195	PUP8
AT5G20280	SPS1
AT4G08878	
AT2G17520	IRE1A
AT2G39810	HOS1
AT5G64480	
AT1G65481	
AT5G23200	
AT5G43175	BHLH139
AT1G12950	DTX31
AT1G57765	
AT3G30160	
AT3G04180	
AT2G44460	BGLU28
AT1G61490	
AT4G14020	
AT1G79200	
AT1G07160	
AT1G11925	
AT5G18900	P4H4
AT3G17570	
AT3G27120	FIGL1
AT1G80420	XRCC1
AT1G05470	IP5P6
AT2G30100	
AT5G24690	
AT3G07910	
AT2G30540	GRXS9
AT4G25140	OLEO1
AT1G74230	RBG5
AT4G09640	
AT3G04580	EIN4
AT1G72416	
AT1G05055	GTF2H2
AT5G46295	
AT1G66750	CDKD-2
AT3G12730	PHL12
AT1G66310	
AT1G19910	VHA-C2
AT4G16740	TPS03
AT1G77300	EFS
AT2G07773	
AT2G40250	
AT4G28320	MAN5
AT3G17490	
AT1G03400	
AT5G03350	LLP
AT4G18880	HSFA4A
AT5G45860	PYL11
AT1G10780	
AT4G14480	BLUS1
AT2G25310	
AT5G62030	
AT4G25530	HDG6
AT2G06850	XTH4
AT1G67120	
AT1G05400	
AT3G18860	
AT4G34610	BLH6
AT3G52110	
AT3G58150	
AT4G33270	CDC20-1
AT4G19770	
AT1G75880	EXL1
AT5G52920	PKP2
AT4G30800	RPS11B
AT1G17680	
ATCG00130	ATPF
AT1G22430	
AT5G52360	ADF12
AT5G43550	
AT5G58080	ARR18
AT4G10430	
AT2G01670	NUDT17
AT4G00467	
AT5G60210	RIP5
AT4G35430	
AT3G02880	
AT2G34590	E1-BETA-2
AT5G17580	
AT1G69920	GSTU12
AT4G33467	
AT4G32714	SCRL25
AT2G27740	
AT4G11900	
AT5G44200	CBP20
AT5G60510	
AT4G14290	
AT2G38830	
AT5G48920	TED7
AT5G04420	
AT1G16460	STR2
AT1G33960	AIG1
AT4G11470	CRK31
AT2G12190	
AT5G44340	TUBB4
AT1G62180	APR2
AT5G60120	TOE2
AT3G48620	
AT3G47150	
AT1G20090	ARAC4
AT4G13530	
AT1G63130	
AT1G79520	
AT3G27570	
AT1G28420	RLT1
AT4G28480	
AT5G50940	
AT5G52810	
AT3G14630	CYP72A9
AT3G57787	
AT3G47490	
AT5G48350	
AT5G13500	HPAT3
AT5G01630	BRCA2B
AT5G42060	
AT3G54600	DJ1F
AT4G02800	
AT3G26590	DTX29
AT1G26770	ATEXPA10
AT5G46340	RWA1
AT2G31580	THG1
AT4G03830	
AT5G26742	RH3
AT3G11410	PP2CA
AT5G55630	TPK1
AT1G31220	PUR3
AT3G04490	
AT1G20610	CYCB2-3
AT3G26230	CYP71B24
AT5G08505	
AT3G20340	
AT5G01940	
AT2G47600	MHX
AT5G52882	
AT1G10760	GWD1
AT4G21410	CRK29
AT1G08370	DCP1
AT2G20875	EPF1
AT3G51840	ACX4
AT2G42360	ATL41
AT5G43930	
AT1G71320	
AT1G73850	
AT2G26910	ABCG32
AT5G40990	GLIP1
AT1G74500	PRE3
AT5G24600	
AT1G57650	
AT5G27710	
AT4G05497	FBL9
AT5G40500	
AT1G26355	SP1L1
AT5G24165	
AT3G09740	SYP71
AT4G28070	
AT4G16410	
AT2G22670	IAA8
AT5G10090	TPR13
AT5G11100	SYTD
AT2G34186	
AT4G34120	CBSX2
AT5G49800	
AT3G17100	BHLH147
AT4G19220	PCMP-E2
AT5G43980	CRRSP56
AT5G16290	VAT1
AT2G33030	AtRLP25
AT4G27900	
AT4G16960	
AT3G57120	
AT1G75500	WAT1
AT4G28700	AMT1-4
AT3G09780	CCR1
AT2G23348	
AT5G44640	BGLU13
AT5G02150	Fes1C
AT3G43400	
AT2G42860	
AT4G00026	TIM21
AT5G25940	
AT2G35850	
AT4G24610	
AT3G62400	
AT3G59490	
AT5G67280	RLK
AT3G28060	
AT2G18800	XTH21
AT5G11920	CWINV6
AT3G28956	
AT5G50020	
AT3G56910	PSRP5
AT4G24730	
AT3G61430	PIP1-1
AT5G38396	
AT1G09830	PUR2
AT5G10490	MSL2
AT4G16835	DYW10
AT1G49032	
AT4G00760	APRR8
AT5G01250	
AT3G26030	B'DELTA
AT5G42720	
AT1G47655	DOF1.6
AT1G52370	
AT2G27830	
AT4G28380	
AT4G17713	
AT1G50970	
AT1G27850	
AT3G52770	ZPR3
AT5G15240	
AT2G43260	
AT3G25180	CYP82G1
AT5G05770	WOX7
AT4G07390	
AT5G38690	
AT1G47750	PEX11A
ATMG00970	ORF117
AT1G64220	TOM7-2
AT3G06420	ATG8H
AT4G38950	KIN7F
AT5G66090	
AT2G30320	
AT5G45050	WRKY16
AT3G56270	
AT3G15850	ADS3
AT3G50640	
AT3G46617	
AT1G12680	PEPKR2
AT1G20910	ARID6
AT4G12290	
AT1G68740	PHO1-H1
AT3G49270	
AT5G39530	
AT2G27820	ADT3
AT5G62200	ATS3B
AT3G48690	CXE12
AT1G13680	
AT2G42790	CSY3
AT5G17180	
AT2G36490	ROS1
AT3G20440	SBE3
AT1G28400	
AT5G03580	
AT2G41470	
AT4G15248	MIP1A
AT2G46630	
AT5G22540	
AT4G09180	BHLH81
AT2G46960	CYP709B1
AT5G52330	
AT1G77030	RH29
AT4G03290	CML6
AT3G02710	
AT2G26135	
AT4G25680	
AT5G65110	ACX2
ATMG01000	ORF114
AT2G30980	ASK6
AT5G58920	
AT2G01240	
AT3G60300	
AT5G42504	
AT5G40720	
AT1G78360	ATGSTU21
AT4G05120	ENT3
AT4G20840	
AT2G29452	
AT1G59650	CW14
AT5G12290	DGS1
AT2G47490	NDT1
AT4G08170	ITPK3
AT5G23520	
AT5G65410	ZHD1
AT4G00130	
AT4G20240	CYP71A27
AT5G55610	
AT5G61412	
AT2G06925	PLA2-ALPHA
AT3G17675	
AT5G46640	AHL8
AT4G34530	BHLH63
AT4G34770	
AT2G24360	
AT5G38660	APE1
AT2G33847	
AT2G28150	
AT5G28040	
AT3G55820	
AT4G22190	
AT1G17880	BTF3
AT2G39650	
AT4G05018	
AT3G16030	CES101
AT5G11180	GLR2.6
AT5G43200	
AT4G24290	
AT3G17609	HYH
AT5G17140	
AT5G10890	
AT1G47915	
AT5G55400	FIM3
AT1G64105	ANAC027
AT3G23450	
AT5G55500	XYLT
AT2G40270	
AT5G11160	APT5
AT3G19480	PGDH3
AT3G25410	BASS3
AT3G17600	IAA31
AT3G52240	
AT3G55672	
AT5G16920	
AT5G02470	DPA
AT4G37409	
AT1G25350	OVA9
AT4G28390	AAC3
AT3G22630	PBD1
AT2G15480	UGT73B5
AT3G16860	COBL8
AT5G56570	
AT2G02360	PP2B10
AT3G04640	
AT4G04925	
AT4G11840	PLDGAMMA3
AT4G22520	
AT4G13710	
AT1G05600	
AT4G22060	
AT1G78190	
AT1G73230	
AT4G23970	
AT2G14247	
AT4G35180	LHT7
AT5G11680	
AT1G76690	OPR2
AT3G50110	PTEN2B
AT4G31030	
AT3G55760	
AT3G09240	
AT1G06960	
AT2G40860	
AT5G24370	
AT2G30120	
AT3G62670	ARR20
AT1G64405	
AT1G32720	
AT3G63050	
AT3G09060	
AT1G33830	IAN1
AT5G24870	
AT4G24480	
AT3G29765	
AT4G39756	
AT1G80770	PDE318
AT4G33890	
AT2G30200	
AT3G28500	RPP2C
AT5G41400	
AT5G35067	
AT3G28857	PRE5
AT5G05110	CYS7
AT4G05390	RFNR1
AT5G55050	
AT1G19190	CXE1
AT5G62998	
AT1G07370	PCNA
AT5G65370	
AT5G43350	PHT1-1
AT2G07678	
AT3G10480	ANAC050
AT4G17483	
AT5G60700	
AT3G05250	
AT1G67570	
AT1G31380	
AT2G15340	
AT2G37890	
AT4G15475	FBL4
AT2G13630	
AT1G30400	ABCC1
AT3G13810	AtIDD11
AT4G13860	
ATCG00190	RPOB
AT5G63500	
AT1G07320	RPL4
AT3G48430	REF6
AT1G16380	CHX1
AT1G65550	NAT10
AT5G52545	
AT1G02575	
AT5G25920	
AT4G32040	KNAT5
AT3G01060	
AT1G02320	
AT5G39990	GLCAT14A
AT4G29900	ACA10
AT5G49890	CLC-C
AT4G34480	
AT5G54215	
AT1G63260	TET10
AT4G38970	FBA2
AT5G39880	
AT4G19500	
AT1G34750	
AT2G30600	
AT5G11060	KNAT4
AT1G50575	
AT5G65220	RPL29
AT1G64561	
AT5G65040	
AT3G04980	
AT2G35370	GDH1
AT4G32650	KAT3
AT1G76760	ATY1
AT2G18940	
AT1G06410	TPS7
AT3G46090	ZAT7
AT3G46610	
AT4G16030	
AT2G07648	
AT3G51020	
AT4G34880	
AT1G04040	
AT5G09740	HAM2
AT5G11310	
AT1G12060	BAG5
AT3G28674	
AT1G17750	PEPR2
AT4G04900	RIC10
AT2G16730	BGAL13
AT3G01572	
AT1G71980	RMR2
AT3G59400	GUN4
AT5G40310	
AT4G02580	
AT3G21900	CRRSP16
AT2G43535	ATTI4
AT2G44200	
AT3G08570	
AT4G30860	ASHR3
AT1G69990	
AT4G29540	LPXA
AT4G30050	
AT5G67290	
AT2G34370	PCMP-H25
AT5G10435	
AT1G26515	
AT4G14000	
AT4G36570	ATRL3
AT5G16450	
AT5G26090	
AT2G14260	PIP
AT3G45420	LECRK14
AT5G48570	FKBP65
AT3G02875	ILR1
AT5G57070	
AT3G47420	ATPS3
AT2G38370	
AT3G07300	
AT5G40315	
AT4G25700	BETA-OHASE 1
AT3G25013	
AT4G11600	GPX6
AT1G77885	
AT1G53440	
AT3G57150	CBF5
AT3G47740	ABCA3
AT3G06140	LUL4
AT1G28335	LCR31
AT2G17787	
AT2G17780	MCA2
AT5G18404	
AT2G34980	PIGC
AT5G43260	
AT4G33650	DRP3A
AT2G16594	
AT3G15810	
AT5G60020	LAC17
AT3G30730	
AT2G15680	CML1
AT1G22640	MYB3
AT3G24300	AMT1-3
AT5G44973	
AT5G06900	CYP93D1
AT3G01190	PER27
AT5G16900	
AT3G61240	RH12
AT5G25630	
AT4G22100	BGLU3
AT2G33830	DRMH1
AT5G45770	RLP55
AT1G48630	RACK1B
AT5G63930	
AT3G60470	
AT5G06670	
AT4G37170	PCMP-H5
AT1G73410	ATMYB54
AT3G46990	
AT1G55900	TIM50
AT2G19110	HMA4
AT3G11620	
AT3G55510	RBL
AT4G26410	
AT1G67090	RBCS-1A
AT3G49290	ABIL2
AT3G19460	
AT5G23580	CPK12
AT5G12920	
AT3G23160	
AT1G63950	
AT5G11280	
AT1G25422	
AT3G16280	
AT1G20130	APG
AT5G60890	MYB34
AT3G05430	
AT1G28030	
AT2G32920	PDIL2-3
AT3G20090	CYP705A18
AT1G07120	
AT4G00872	
AT3G27530	GC6
AT4G11400	ARID2
AT1G78770	APC6
AT1G49120	ERF117
AT2G40085	
AT4G08210	PCMP-E100
AT2G37035	
AT2G11891	
AT5G64905	PEP3
AT5G13290	CRN
AT1G76610	
AT4G01860	
AT2G05620	PGR5
AT1G48300	
AT1G16330	CYCB3;1
AT5G35980	YAK1
AT3G18040	MPK9
AT4G29690	
AT2G34070	TBL37
AT5G44450	
AT3G05650	AtRLP32
AT3G24820	
AT2G18180	SFH10
AT4G15620	
AT4G16233	
AT4G32551	LUG
AT1G04980	PDIL2-2
AT4G11240	TOPP6
AT4G15025	
AT1G52340	ABA2
AT3G42640	AHA8
AT2G22540	SVP
AT1G55450	
AT2G10545	
AT2G24285	
AT1G02820	LEA2
AT4G19000	IWS2
AT3G50925	
AT5G37190	CIP4
AT2G47340	
AT5G42790	PAF1
AT3G60210	CPN10-1
AT4G09464	
AT3G13140	
AT4G31260	
AT2G24140	
AT2G16040	
AT5G12450	
AT5G20020	RAN2
AT2G43700	LECRK54
AT5G38390	
AT2G47860	
AT1G19650	SFH4
AT2G36470	
AT1G29380	
AT3G45800	
AT3G13060	ECT5
AT1G01840	
AT1G47380	
AT2G31260	ATG9
AT1G43770	
AT5G57120	
AT2G16250	
AT1G67740	PSBY
AT5G04910	
AT2G31610	RPS3A
AT1G31180	ATIMD3
AT1G72275	
AT1G31163	
AT4G17616	
ATMG00650	NAD4L
AT5G49410	
AT5G24750	
AT2G29390	SMO2-1
AT3G57520	RFS2
AT5G11370	
AT4G32950	
AT1G22080	
AT1G66410	CAM4
AT1G14990	
AT3G12140	
AT1G70950	WDL7
AT1G76380	
AT1G48150	
AT3G06160	
AT3G46750	
AT2G47920	NET3C
AT1G63230	
AT4G23270	CRK19
AT1G70180	
AT2G35010	ATO1
AT5G57170	
AT1G27555	
AT5G39970	
AT5G59460	
AT1G32450	NPF7.3
ATMG00080	RPL16
AT5G56230	PRA1G2
AT1G63720	
AT2G37700	
AT1G06850	AtbZIP52
AT4G15260	
AT4G09680	CTC1
AT4G20630	CRRSP48
AT5G08610	RH26
AT1G55480	ZKT
AT5G57655	XYLA
AT1G76465	
AT1G30500	NFYA7
AT3G59460	
AT2G16018	
AT2G26950	MYB104
AT1G75020	LPAT4
AT1G36180	ACC2
AT1G30750	
AT1G64295	
AT1G16790	
AT3G06440	GALT3
AT4G36260	SRS2
AT5G08510	PCMP-E20
AT2G27340	
AT3G02645	
AT1G07450	
AT1G06148	
AT2G48020	
AT2G39560	
AT1G30460	CPSF30
AT2G38000	
AT2G01450	MPK17
AT2G22200	ERF056
AT4G18540	
AT3G27340	
AT2G30330	BLOS1
AT5G34905	
AT1G03270	CBSDUF4
AT2G45930	
AT5G07100	WRKY26
AT3G43850	
AT1G33710	
AT2G37560	ORC2
AT3G63060	EDL3
AT3G04680	CLPS3
AT5G28442	
AT2G18450	SDH1-2
AT1G15960	NRAMP6
AT5G57880	MPS1
AT1G62225	
AT3G46170	
AT3G45000	VPS24-2
AT2G20440	
AT5G15330	ATSPX4
AT4G13200	
AT1G30370	
AT2G15500	
AT3G50900	
AT2G33200	
AT5G27300	
AT3G46460	UBC13
AT4G03590	
AT5G16960	
AT2G05630	ATG8D
AT3G42870	
AT1G25520	
AT2G26060	CIA1
AT4G37900	GRDP2
AT1G22190	RAP2-13
AT2G03510	
AT1G52030	F-ATMBP
AT2G22620	
AT2G10930	
AT5G17330	GAD1
AT5G61260	
AT5G42905	
AT1G78430	ICR4
AT4G39490	CYP96A10
AT3G16580	
AT1G69260	AFP1
AT5G53800	
AT5G27890	
AT5G21960	ERF016
AT1G21700	SWI3C
AT4G39630	
AT1G35350	PHO1-H8
AT2G22040	
AT1G26976	
